50686918059385663,692263835563351372,2478422106655281067,9915648364721454276,94956428054595472615,96050230099197171340,97213180480613621999,98544389774054133650,99788259417246661737
281915630107603391,799806888393985388,2586260768857399870,8857737890742717325,95112557841598995388,96103893745358987381,97368581242823413275,98627315669923697648,99673922809463742608
3501452466346903197,4035430772328046771,5106110364610923451,26828979558486766730,90080176085156585216,90979161872220851423,92024776982319996578,92809695983590468406,94190864298092455420
3573823243081848930,4042353506996913474,5307644898537409455,25680614543562600589,90090865089072831358,91046528615114758765,92078121503919757220,92844059274522301651,94246136696540307095
6270300630153499686,7293518003349123433,8836113055186819998,40964294637687174793,84800020768169298941,85900552062572612968,87726311586978639920,88388452479051368003,89241629508913128968
11827577248703325573,12512551817471488462,13672228678544927709,51741382813249524255,79307361907352379452,81410550403616615132,81976376709938616027,83318505072734676034,84086307243480975002
14038323857972222034,15597332317621235863,17653525386267852109,71906481116257877942,73690864564898825104,74891992887690000926,75897573839128324769,77483592760850835593,78760191177235992500
16728582791122555825,18693990831615878430,47251076504796916643,66947573558834267342,67877776656813683116,68704565379791684112,69790790682885607620,70822480247830925172,73012811957769681837
20022645971911538065,35149701444413768939,60817447272971817247,61752989354994009311,62780153149329944145,63491782619297808541,64033480810751548689,65228627861264910607,66054504160949854378
50567623345157788695,52542957768174016125,53655291420465269488,54276682524197403597,55226358252864548140,56309590793666927755,57634185849426626775,58206203004861132035,59845923766123356941
397576804378191360,925698801353315337,2685848844184671323,3576331019824954464,5350133549072529204,95114735443650996914,96242398878541562056,97417757389177458614,98640827071620657266,99576539531193867962
399276231909686652,975175016862388628,2824996563650958554,3624431736405667272,4605748651743694366,94299913332167287288,96255327934002643576,97832009655508486878,98640831506658104335,99560357761716512894
413284769044864190,1109190897769845588,2850334227033537898,3648044159486324041,4706023114298716160,94365255563165733202,96385881229509362536,97917294680827493981,98725167657237186515,99277721544146816240
475717312441375865,1161398804110672410,3009186672303806442,3687487647052744097,5847956595389758357,92917977202858241197,96448166824237410153,98086550848809877908,98880145857593955571,99185178334884761552
499942489912408370,1330638139159362084,3056822745586937522,3687502686237574525,4724305036263616254,93097127294739645260,96600081885805374593,98175343900471175760,98895883121166504680,99138811164261715128
522907436020203771,1572716515745946866,3077908935914351847,3734493796600242918,4743747194754544620,93201094148813382635,96789199632455451276,98262424896906467743,98913103688000394335,99054556008461217427
524164361205648088,2326192088411496059,3120298985605718268,3756639632202296496,4882431494346263589,91796594668542792324,96867554046107195910,98313927874613518924,98920649621161629076,99031784805363511175
592263798822603947,2385024714650581474,3344311160619382098,3825146132475675135,4960980957103426458,90933541580551695504,96948737427902033013,98426648159709336968,98930082285151768109,99009739470264718607
4542759193646750986,6676386695172287872,7463897741738890831,8942261043264840098,10361479651899144773,90209352539062444535,91361610549134331876,92186918956502443026,92849903541433076453,94254832989653528301
4723066230900292616,7002388583408968981,8170797396152718884,9348931431767861489,10770985107836243344,85688757434432394249,91633027980294902851,92502453674868870197,94398649827041934667,95409403939745094783
5650968350201878716,6751731448081786739,7517587709368586815,9268568782446554411,10527611256522940033,87908744335568349654,91431364856617302397,92344180680733694917,92853653757013712170,95334633729180199690
21805671791251539834,22746852558972667833,23870289345490282624,33301901492475775100,33758228900944735759,34420332109322246410,34608624654078819717,37400412668461479959,38255112060900843768,39989443959484989055
5820762677511191905,6897056608489496950,7975837872364829617,9313964775577742098,10590816471731436410,86361151389767413994,91452591133857186133,92404336417460533573,92904271263370342629,95343037988242199592
5895311100749277986,7204037585301351631,8430586025260599680,9433798645129028562,12022611373120176038,82456063050056833290,91655510248674701834,92546758436636007588,94454835586644987677,95687090964465991569
5898578695319118583,7225950035552148964,8630279546213057361,9469597554221490158,11570142536123353052,81752191840153070370,91781894070478335073,92709673187863389276,94585781275593673152,95799440548045505975
5956981530681442457,7226502149804465401,8746005305647157916,9536201272631955460,12444438791059689976,79139745423405347364,92780760138352264105,93451688474544094892,94600689780420437802,95821529397693596694
6090207449623914948,7232799537185196494,8816491672905982529,9767426604633128594,11722849583872594525,78582789209026959368,92799294164514440192,93888300975975278988,94785687436847618302,95838307927107506142
6433198512550380957,7310786163607665591,10211522475987049691,11947620939559255329,27343345538595795985,84843914142631765084,85966470485309878791,87781767790439527337,88447104748608968789,89262638089147037535
11510058420891855129,13269696260647504419,13893845696957178840,15180713079064511310,16349364234103130014,71383104166144679365,88134429282922088141,89067612942531276415,89752246791594851317,90716526837547093603
11580750864738468461,13369438706181845387,13970506978367322835,15513185094544002912,16620256993031891986,70581205824239610284,88205091270395810431,89076235003248992177,89990351175815048882,90840937232208806044
11969982386431955284,12646546621932523082,13749292921936379589,14352736766870355645,15754593045674590098,78783556947667993466,86193223523617068163,87829155629961935587,88497831197600312105,89444087076887170866
11985481868136078982,12839038701683286767,13790803457919706074,14418586577363757098,15980905801915571265,76219471802302723101,86199395957652014427,88570269685132715843,89530863290609778776,90267491731945731302
12009961347622511879,12960569710268687837,13873967989756934680,14639954386562558371,16130707116041796438,73472821984212337378,87918224333606221223,88848835121992378544,89558765183928326563,90458797704262001901
12019413831465634932,13142482682437901473,13877917997619106738,14737514220646431617,16266040852777524268,72621183528927239717,88047769729582968532,88981884924307137764,89632950838746435223,90551001680204049203
12238390571256811182,13309798997302266836,13924590919453006395,15473923671609546280,16578126440284784760,70567597864258764645,88185362704771135398,89068411923396122710,89872084427963640536,90723525669959040095
12494570733997197701,13631052750376336588,14003347256795954873,15561592062595521936,16678783525436678411,67729094095816226164,88322758601728666504,89103458166815011271,90068989007658470277,92020614775038486761
