50686918059385663,524164361205648088,1330638139159362084,3576331019824954464,9536201272631955460,95114735443650996914,96050230099197171340,96867554046107195910,98175343900471175760,98725167657237186515,99788259417246661737
2850334227033537898,4035430772328046771,4882431494346263589,5895311100749277986,28213116351269126470,90458797704262001901,91361610549134331876,92024776982319996578,92780760138352264105,93097127294739645260,94365255563165733202
6897056608489496950,7463897741738890831,8836113055186819998,11510058420891855129,37696233026675329456,85740382122646206392,86361151389767413994,87829155629961935587,88388452479051368003,89076235003248992177,89752246791594851317
12009961347622511879,12646546621932523082,13672228678544927709,13970506978367322835,49749247487897432538,81312992191111924328,81749103173477171395,82331466604335357142,83489650856328452384,84086307243480975002,84539242292153577219
15180713079064511310,16130707116041796438,16947536118510953905,17653525386267852109,70822480247830925172,74891992887690000926,75579576090789130668,76758871654801160707,77765385674019919597,78783556947667993466,79307361907352379452
18571331333996035793,19378653408663132351,20265153108817265477,41561548247470876040,68246611635281233306,69031681645214464699,70176174968565428568,71797584877001424711,72768392339894180505,73472821984212337378,74109655007424716096
21836219085492413242,22746852558972667833,33652426639589098022,62883397156300871325,63491782619297808541,63951185471169436166,64876407461189239327,65535127740611255836,66226623872341826099,66947573558834267342,67722970802822506036
23636039215611113297,47879922974295220615,55226358252864548140,55992003110919260968,56933590702817796627,57808193006777331228,58419237277406921524,59845923766123356941,60730779065862739846,61195352167793795373,62193648731792094775
281915630107603391,592263798822603947,1572716515745946866,3009186672303806442,4042353506996913474,4960980957103426458,95334633729180199690,96103893745358987381,96948737427902033013,98262424896906467743,98880145857593955571,99673922809463742608
397576804378191360,692263835563351372,2326192088411496059,3056822745586937522,3648044159486324041,5106110364610923451,94454835586644987677,96242398878541562056,97213180480613621999,98313927874613518924,98895883121166504680,99576539531193867962
399276231909686652,799806888393985388,2385024714650581474,3077908935914351847,3687487647052744097,4605748651743694366,93888300975975278988,96255327934002643576,97368581242823413275,98426648159709336968,98913103688000394335,99560357761716512894
413284769044864190,925698801353315337,2478422106655281067,3120298985605718268,3687502686237574525,5350133549072529204,92849903541433076453,96385881229509362536,97417757389177458614,98544389774054133650,98920649621161629076,99277721544146816240
475717312441375865,975175016862388628,2586260768857399870,3344311160619382098,3734493796600242918,4723066230900292616,92853653757013712170,96448166824237410153,97832009655508486878,98627315669923697648,98930082285151768109,99185178334884761552
499942489912408370,1109190897769845588,2685848844184671323,3501452466346903197,3756639632202296496,4724305036263616254,91796594668542792324,96600081885805374593,97917294680827493981,98640827071620657266,99009739470264718607,99138811164261715128
522907436020203771,1161398804110672410,2824996563650958554,3573823243081848930,3825146132475675135,4743747194754544620,91046528615114758765,96789199632455451276,98086550848809877908,98640831506658104335,99031784805363511175,99054556008461217427
3624431736405667272,5898578695319118583,7002388583408968981,7517587709368586815,8857737890742717325,12019413831465634932,90551001680204049203,91431364856617302397,92078121503919757220,92799294164514440192,93201094148813382635,94398649827041934667
4542759193646750986,5956981530681442457,7204037585301351631,7975837872364829617,8942261043264840098,9915648364721454276,89990351175815048882,91452591133857186133,92186918956502443026,92809695983590468406,93451688474544094892,95343037988242199592
4706023114298716160,6270300630153499686,7226502149804465401,8430586025260599680,9313964775577742098,10361479651899144773,85013412005064863115,91655510248674701834,92404336417460533573,94190864298092455420,94600689780420437802,95687090964465991569
5307644898537409455,6090207449623914948,7225950035552148964,8170797396152718884,9268568782446554411,10211522475987049691,85899648489748343794,91633027980294902851,92344180680733694917,92844059274522301651,94585781275593673152,95409403939745094783
5650968350201878716,6433198512550380957,7232799537185196494,8630279546213057361,9348931431767861489,10527611256522940033,82001311573745384176,91781894070478335073,92502453674868870197,94246136696540307095,94785687436847618302,95799440548045505975
5820762677511191905,6676386695172287872,7293518003349123433,8746005305647157916,9433798645129028562,10590816471731436410,80770510897802102687,92546758436636007588,92904271263370342629,94254832989653528301,94956428054595472615,95821529397693596694
5847956595389758357,6751731448081786739,7310786163607665591,8816491672905982529,9469597554221490158,10770985107836243344,79229330124151142408,92709673187863389276,92917977202858241197,94299913332167287288,95112557841598995388,95838307927107506142
9767426604633128594,11570142536123353052,12839038701683286767,13707281186989400239,14003347256795954873,16266040852777524268,79388954465456117090,86502790175283396284,87908744335568349654,88447104748608968789,89103458166815011271,89872084427963640536
11580750864738468461,12022611373120176038,12960569710268687837,13749292921936379589,14038323857972222034,16349364234103130014,75897573839128324769,86680050474466322603,87918224333606221223,88497831197600312105,89241629508913128968,90716526837547093603
